"promo_id","sales_id","item_id","purchase_date","quantity","buyer_id","seller_id","promo_name","price_deduction","description","duration"
2,5588,110,"2022-07-04",2,102,84,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5592,296,"2022-07-04",2,101,178,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5976,197,"2022-07-04",3,125,124,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5822,72,"2022-07-05",1,43,52,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6156,381,"2022-07-05",2,83,267,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6044,211,"2022-07-05",1,124,159,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5428,133,"2022-07-05",2,69,102,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5774,273,"2022-07-05",3,78,203,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5679,73,"2022-07-05",2,1,53,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5820,407,"2022-07-05",1,120,289,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6116,128,"2022-07-05",3,126,98,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5640,307,"2022-07-06",1,107,226,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6175,255,"2022-07-06",1,81,191,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6208,149,"2022-07-06",2,87,111,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5717,105,"2022-07-06",3,46,81,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5839,10,"2022-07-06",3,3,8,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5550,416,"2022-07-06",1,29,296,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6138,437,"2022-07-06",3,61,308,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5981,408,"2022-07-06",3,119,284,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5506,428,"2022-07-06",3,95,290,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5446,233,"2022-07-06",1,64,176,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5450,411,"2022-07-06",1,56,292,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6110,16,"2022-07-06",2,96,6,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6205,26,"2022-07-06",3,67,19,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5803,28,"2022-07-06",3,85,13,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5971,389,"2022-07-06",3,72,275,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6037,179,"2022-07-06",1,56,137,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5474,277,"2022-07-07",1,98,206,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5788,354,"2022-07-07",2,29,225,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6216,326,"2022-07-07",1,25,224,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5837,420,"2022-07-07",3,116,298,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5659,406,"2022-07-07",3,8,288,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5457,298,"2022-07-07",1,72,113,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5882,231,"2022-07-07",1,118,174,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5594,150,"2022-07-07",1,66,112,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5612,398,"2022-07-07",1,97,272,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5683,412,"2022-07-07",3,78,293,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5728,319,"2022-07-07",2,14,227,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5712,327,"2022-07-07",3,62,238,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6149,396,"2022-07-08",2,88,275,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6073,68,"2022-07-08",2,12,48,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5870,364,"2022-07-08",2,73,257,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5433,289,"2022-07-08",2,72,216,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6043,157,"2022-07-08",3,8,119,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5601,196,"2022-07-08",2,48,150,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6200,92,"2022-07-08",1,23,71,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6141,165,"2022-07-08",3,54,127,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5485,416,"2022-07-08",1,112,296,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5731,417,"2022-07-08",2,89,297,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6130,17,"2022-07-08",3,49,8,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5836,38,"2022-07-08",1,96,28,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5568,204,"2022-07-09",1,83,150,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6096,406,"2022-07-09",3,67,288,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5733,405,"2022-07-09",3,17,287,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5987,359,"2022-07-09",2,53,254,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5759,250,"2022-07-09",1,37,181,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6166,307,"2022-07-09",3,105,226,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5936,345,"2022-07-09",2,65,250,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5425,333,"2022-07-09",2,88,229,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5808,77,"2022-07-09",2,100,57,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5475,15,"2022-07-09",2,72,11,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5701,50,"2022-07-09",1,93,37,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6133,77,"2022-07-09",3,76,57,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5454,70,"2022-07-09",2,85,50,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5813,264,"2022-07-09",2,89,113,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6113,194,"2022-07-09",3,125,123,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6204,24,"2022-07-10",1,110,17,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5727,247,"2022-07-10",3,23,186,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6070,165,"2022-07-10",3,113,127,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5570,51,"2022-07-10",3,5,38,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5741,80,"2022-07-10",2,87,60,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6194,1,"2022-07-10",3,6,1,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5648,67,"2022-07-10",2,36,47,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5540,94,"2022-07-10",1,22,66,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5639,99,"2022-07-10",1,87,76,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6212,268,"2022-07-10",3,17,198,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5415,270,"2022-07-10",2,53,200,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5786,193,"2022-07-11",2,53,148,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5856,279,"2022-07-11",3,44,208,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5441,31,"2022-07-11",1,11,10,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5459,223,"2022-07-11",1,84,169,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6168,53,"2022-07-11",3,121,8,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5486,269,"2022-07-11",2,43,199,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5549,430,"2022-07-11",3,20,303,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5628,208,"2022-07-11",3,96,120,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5668,326,"2022-07-11",1,77,224,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5681,307,"2022-07-11",1,88,226,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5999,179,"2022-07-11",2,23,137,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6197,31,"2022-07-11",2,75,10,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5743,373,"2022-07-11",3,125,224,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5777,147,"2022-07-11",2,87,72,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5903,304,"2022-07-11",2,7,224,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5878,323,"2022-07-11",2,92,235,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5970,37,"2022-07-12",2,18,27,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5642,369,"2022-07-12",1,27,251,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5647,347,"2022-07-12",3,52,251,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5826,161,"2022-07-12",2,14,123,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5542,368,"2022-07-12",1,127,239,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5436,147,"2022-07-12",1,78,72,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5897,368,"2022-07-12",1,64,239,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5885,52,"2022-07-12",1,107,13,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5913,431,"2022-07-12",3,5,304,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5842,123,"2022-07-12",3,74,96,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5895,49,"2022-07-12",2,14,18,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5796,252,"2022-07-12",3,0,188,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5939,450,"2022-07-12",1,39,318,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6171,350,"2022-07-12",1,5,226,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6062,221,"2022-07-13",2,58,167,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5464,2,"2022-07-13",2,20,2,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5491,75,"2022-07-13",3,39,55,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5886,56,"2022-07-13",1,88,19,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5598,395,"2022-07-13",3,45,281,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5843,144,"2022-07-13",1,14,64,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5956,274,"2022-07-13",1,80,204,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5952,262,"2022-07-13",3,105,196,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5563,309,"2022-07-13",1,0,227,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6126,389,"2022-07-13",3,4,275,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5724,211,"2022-07-13",2,120,159,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5535,320,"2022-07-13",1,37,233,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5838,115,"2022-07-13",1,124,89,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5782,240,"2022-07-13",2,113,181,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5908,404,"2022-07-13",2,92,286,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6132,421,"2022-07-14",2,23,299,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5637,64,"2022-07-14",3,43,45,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5765,303,"2022-07-14",3,75,224,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5489,37,"2022-07-14",3,73,27,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6159,120,"2022-07-14",2,69,94,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5580,173,"2022-07-14",2,23,135,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5429,25,"2022-07-14",2,81,18,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6010,360,"2022-07-14",3,17,241,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5645,160,"2022-07-14",2,43,122,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5711,6,"2022-07-14",2,41,5,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5806,403,"2022-07-14",2,51,285,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5492,158,"2022-07-14",2,108,120,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5613,317,"2022-07-14",1,115,232,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5949,355,"2022-07-14",2,15,252,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5859,189,"2022-07-15",1,63,144,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6045,377,"2022-07-15",2,126,263,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5725,327,"2022-07-15",2,24,238,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5624,199,"2022-07-15",2,124,152,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5618,338,"2022-07-15",1,87,233,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6089,172,"2022-07-15",3,46,134,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5576,366,"2022-07-15",2,119,258,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6127,99,"2022-07-15",3,77,76,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5768,106,"2022-07-15",2,126,56,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5934,231,"2022-07-15",1,109,174,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5710,79,"2022-07-15",1,88,59,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5840,432,"2022-07-15",2,2,305,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5481,220,"2022-07-15",2,43,166,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5472,303,"2022-07-15",1,71,224,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6187,308,"2022-07-15",3,107,227,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5414,311,"2022-07-15",3,5,226,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5673,112,"2022-07-15",2,58,86,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6104,254,"2022-07-16",1,104,190,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6048,424,"2022-07-16",1,94,289,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5596,96,"2022-07-16",2,45,56,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5965,218,"2022-07-16",2,57,164,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5738,289,"2022-07-16",2,113,216,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5513,186,"2022-07-16",3,72,141,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5922,170,"2022-07-16",1,62,132,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6122,354,"2022-07-16",2,107,225,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6106,265,"2022-07-17",2,11,113,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5502,164,"2022-07-17",3,41,126,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5516,173,"2022-07-17",1,72,135,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5666,16,"2022-07-17",2,67,6,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5669,316,"2022-07-17",2,104,231,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5721,37,"2022-07-17",2,86,27,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5751,115,"2022-07-17",1,2,89,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5815,249,"2022-07-17",1,51,120,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5823,224,"2022-07-17",2,12,117,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5829,160,"2022-07-17",1,83,122,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5896,54,"2022-07-17",3,67,39,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5902,197,"2022-07-17",1,49,124,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5968,372,"2022-07-17",3,50,261,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6182,411,"2022-07-17",2,38,292,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6192,399,"2022-07-17",2,51,283,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5630,230,"2022-07-18",1,123,173,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6202,216,"2022-07-18",3,103,148,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5904,220,"2022-07-18",1,53,166,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5626,309,"2022-07-18",3,15,227,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5617,224,"2022-07-18",3,80,117,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6020,45,"2022-07-18",1,47,35,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5772,152,"2022-07-18",1,31,114,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5643,89,"2022-07-18",2,88,69,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6162,331,"2022-07-18",1,104,241,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6003,445,"2022-07-18",1,7,313,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5504,197,"2022-07-18",1,48,124,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6049,324,"2022-07-18",3,108,236,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6124,432,"2022-07-18",1,35,305,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5811,204,"2022-07-19",3,73,150,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5929,64,"2022-07-19",1,123,45,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5430,312,"2022-07-19",1,23,229,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6169,330,"2022-07-19",2,75,240,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6158,365,"2022-07-19",1,80,230,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5607,150,"2022-07-19",2,87,112,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6075,51,"2022-07-19",1,66,38,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6071,5,"2022-07-19",1,105,4,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6058,223,"2022-07-19",2,80,169,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5849,241,"2022-07-19",1,14,182,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6013,257,"2022-07-19",3,63,193,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5985,318,"2022-07-19",3,78,229,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5982,62,"2022-07-19",3,119,19,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5736,323,"2022-07-19",2,87,235,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6033,389,"2022-07-20",3,33,275,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6022,178,"2022-07-20",2,23,123,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5437,207,"2022-07-20",2,52,158,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6219,240,"2022-07-20",3,94,181,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5980,156,"2022-07-20",1,27,118,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5432,267,"2022-07-20",2,24,197,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5622,416,"2022-07-20",2,24,296,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6083,326,"2022-07-20",2,22,224,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5748,149,"2022-07-20",2,40,111,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,6118,410,"2022-07-20",2,48,291,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
2,5515,30,"2022-07-20",2,120,14,"GRATIS_ONGKIR",5000,"Berlaku Tahun 2022",365
